Age,Gender,Education,Income Level,Emp Experience,Home Ownership,Loan Amount,Loan Intent,Interest Rate,Credit Score
25,female,Bachelor,37000,0,Rent,7000,Education,11.01,499
26,female,Bachelor,44000,1,Rent,7000,Venture,8.94,677
26,male,Bachelor,45000,3,Rent,7000,Personal,14.22,648
23,male,Associate,38000,0,Rent,7000,Home Renovate,11.01,611
24,male,High School,45000,3,Rent,7000,Personal,9.99,616
24,female,High School,45000,3,Rent,7000,Medical,7.51,561
22,female,Associate,67000,0,Mortgage,5000,Education,10.75,540
22,female,Master,46000,2,Rent,7000,Personal,10.95,642
25,female,Master,46000,4,Rent,7000,Debt Settlement,12.42,606
25,male,Master,46000,7,Rent,7000,Venture,7.14,649
21,female,Associate,60000,0,Mortgage,15000,Venture,15.58,610
21,male,Bachelor,46000,2,Rent,7000,Debt Settlement,10.99,660
23,female,Bachelor,67000,0,Mortgage,8000,Personal,14.35,610
25,male,Bachelor,60000,0,Mortgage,5000,Personal,9.88,595
23,male,Associate,46000,3,Rent,7000,Personal,12.69,567
22,female,Bachelor,46000,1,Rent,7000,Medical,11.01,610
25,male,High School,66000,0,Mortgage,10000,Venture,8.94,537
22,male,Associate,39000,0,Rent,7000,Personal,11.01,660
26,female,Bachelor,47000,2,Rent,7000,Education,7.51,630
25,male,Master,47000,2,Rent,7000,Debt Settlement,9.99,680
23,female,Bachelor,47000,0,Rent,7000,Medical,11.14,528
21,male,Associate,49000,0,Rent,7000,Education,14.96,688
22,male,Associate,49000,0,Rent,7000,Personal,9.63,653
22,female,Associate,59000,0,OTHER,10000,Debt Settlement,14.11,569
24,female,Bachelor,67000,0,Own,12000,Venture,11.26,609
24,female,High School,67000,0,Mortgage,19000,Medical,10.83,631
24,female,Bachelor,49000,5,Rent,7000,Medical,13.11,663
22,male,Associate,49000,0,Rent,7000,Debt Settlement,10.65,697
22,male,High School,49000,0,Rent,7000,Medical,7.9,489
22,male,High School,49000,1,Rent,7000,Education,11.99,663
22,female,Associate,49000,0,Rent,7000,Debt Settlement,11.11,666
21,male,High School,49000,0,Rent,7000,Education,14.46,676
24,female,High School,49000,5,Rent,7000,Venture,7.88,603
22,male,High School,49000,0,Rent,7000,Education,11.14,498
22,female,High School,67000,0,Mortgage,20000,Medical,11.71,564
25,male,Associate,48000,2,Rent,7000,Debt Settlement,8.94,680
24,female,High School,42000,1,Rent,7000,Education,17.04,625
23,female,Bachelor,67000,0,Mortgage,7200,Venture,11.71,706
23,male,High School,67000,5,Mortgage,7500,Personal,7.51,674
23,female,Bachelor,49000,2,Rent,7000,Medical,11.58,685
24,male,Master,49000,6,Rent,7000,Education,11.34,619
24,male,Bachelor,49000,1,Rent,7000,Medical,13.23,522
23,female,Associate,42000,3,Rent,7000,Debt Settlement,18.3,632
24,male,High School,67000,2,Mortgage,15000,Medical,9.91,538
25,female,Master,67000,1,Mortgage,15000,Personal,15.27,607
24,male,Master,50000,3,Rent,7000,Medical,11.86,668
21,male,High School,50000,0,Rent,7000,Education,5.79,619
22,female,Bachelor,67000,1,Mortgage,11100,Education,16.77,586
23,female,High School,67000,0,Mortgage,2800,Medical,11.01,513
24,female,Bachelor,67000,1,Mortgage,3100,Personal,11.71,666
22,female,Master,67000,0,Mortgage,1400,Education,13.49,621
22,male,Master,43000,0,Rent,7000,Medical,18.09,672
23,male,High School,67000,5,Mortgage,5200,Venture,8.9,536
26,female,Bachelor,67000,5,Mortgage,11500,Education,8.9,671
24,female,Bachelor,51000,0,Rent,7000,Medical,12.53,664
25,male,Bachelor,67000,2,Mortgage,8000,Debt Settlement,6.03,531
22,male,High School,67000,1,Mortgage,3250,Personal,13.49,535
24,male,Bachelor,67000,2,Mortgage,5225,Medical,9.91,680
22,male,Bachelor,51000,1,Rent,7000,Education,14.27,661
26,male,High School,67000,0,Mortgage,3775,Personal,11.71,621
26,male,Associate,51000,6,Rent,7000,Debt Settlement,11.01,542
25,male,Master,67000,4,Mortgage,6400,Education,6.03,549
22,male,Bachelor,51000,2,Rent,7000,Debt Settlement,12.68,584
23,female,Associate,67000,2,Mortgage,7500,Debt Settlement,7.51,610
25,male,Bachelor,51000,2,Rent,7000,Medical,5.79,684
23,female,High School,67000,0,Mortgage,6500,Venture,7.9,652
23,male,Bachelor,67000,0,Mortgage,6625,Personal,16.77,591
26,female,High School,44000,2,Rent,7000,Medical,13.98,612
23,female,Master,67000,0,Mortgage,2000,Personal,11.01,709
22,male,Associate,51000,0,Rent,7000,Medical,13.61,660
26,female,Bachelor,44000,4,Rent,7000,Debt Settlement,14.96,628
23,female,High School,51000,5,Rent,7000,Education,7.88,643
25,male,High School,67000,4,Mortgage,5000,Venture,9.91,663
22,female,Bachelor,51000,0,Rent,7000,Education,8.63,534
24,male,High School,67000,2,Mortgage,15000,Personal,6.62,570
22,male,High School,45000,1,Rent,7000,Medical,9.99,588
26,female,Bachelor,67000,2,Mortgage,4500,Venture,8.49,582
23,female,Master,67000,0,Mortgage,12375,Education,9.91,629
26,female,High School,53000,3,Rent,7000,Medical,9.99,579
23,male,Bachelor,52000,2,Rent,7000,Education,11.01,666
25,male,Bachelor,60000,0,Mortgage,18200,Medical,11.99,662
25,female,Bachelor,67000,3,Mortgage,6500,Home Renovate,10.99,589
25,female,Master,67000,2,Mortgage,6300,Education,11.49,647
23,male,High School,67000,0,Mortgage,4400,Education,10.59,643
26,female,Bachelor,52000,2,Rent,7000,Medical,7.29,679
21,male,High School,67000,0,Mortgage,12000,Personal,5.42,609
22,male,Associate,45000,0,Rent,7000,Debt Settlement,7.9,571
22,female,High School,67000,0,Own,4800,Medical,11.99,653
23,male,Master,67000,0,Own,15000,Venture,13.49,705
23,male,Bachelor,60000,0,Mortgage,11400,Venture,17.99,597
25,female,Associate,67000,1,Mortgage,5000,Education,15.99,553
22,male,Associate,67000,1,Own,10000,Venture,10.99,655
25,male,Bachelor,67000,5,Mortgage,6500,Venture,7.49,648
22,male,Bachelor,67000,2,Mortgage,9500,Medical,7.49,699
23,male,High School,54000,0,Rent,7000,Education,8,486
26,female,Bachelor,55000,3,Rent,7000,Debt Settlement,8.9,677
22,male,Associate,48000,0,Rent,7000,Personal,8.9,626
24,male,Associate,67000,4,Mortgage,1800,Venture,7.49,642
25,male,Bachelor,67000,3,Mortgage,24200,Debt Settlement,8.49,648
25,male,High School,60000,2,Mortgage,7000,Education,11.01,581
23,male,High School,48000,0,Rent,7000,Venture,16.77,610
26,male,Master,55000,5,Rent,7000,Venture,7.51,662
22,female,Associate,67000,0,Mortgage,3000,Venture,5.99,631
26,female,Master,67000,2,Mortgage,10000,Venture,7.49,653
21,female,High School,60000,0,Mortgage,2000,Medical,11.99,610
26,female,Master,67000,4,Mortgage,2800,Venture,13.49,671
24,male,Bachelor,67000,3,Mortgage,4200,Home Renovate,15.23,670
21,male,High School,55000,0,Rent,7000,Education,7.51,598
23,female,Bachelor,67000,0,Mortgage,4000,Debt Settlement,5.42,516
25,male,Bachelor,55000,1,Rent,7000,Education,10.99,709
23,female,Associate,67000,1,Mortgage,11075,Education,13.49,644
24,male,Associate,55000,4,Rent,7000,Venture,5.42,598
24,male,High School,67000,0,Own,9000,Venture,16.49,514
24,male,Bachelor,48000,5,Rent,7000,Personal,14.42,596
26,male,Associate,56000,6,Rent,7000,Medical,9.99,628
25,female,High School,56000,3,Rent,7000,Medical,8.49,545
25,male,Associate,56000,2,Rent,7000,Education,10.25,627
23,male,Associate,56000,0,Rent,7000,Education,7.4,663
22,male,High School,67000,4,Mortgage,13500,Medical,9.67,654
23,male,Master,67000,0,Mortgage,15000,Education,11.01,640
25,female,Bachelor,56000,4,Rent,7000,Debt Settlement,9.07,543
25,female,Associate,57000,4,Rent,7000,Debt Settlement,8.63,679
23,female,High School,67000,2,Mortgage,3850,Debt Settlement,5.42,656
24,female,High School,57000,2,Rent,7000,Venture,6.62,570
24,male,Master,67000,2,Mortgage,8000,Debt Settlement,8.49,631
23,male,High School,67000,0,Mortgage,1500,Venture,11.49,615
24,female,Associate,57000,0,Rent,7000,Medical,6.54,610
25,male,Bachelor,67000,4,Own,6000,Personal,15.23,666
23,male,Associate,67000,0,Mortgage,8000,Education,7.49,629
21,male,Bachelor,57000,1,Rent,7000,Venture,14.96,653
23,female,Associate,67000,0,Mortgage,8000,Medical,7.49,642
23,female,High School,67000,0,Mortgage,10000,Medical,13.99,615
22,male,Bachelor,51000,0,Rent,7000,Venture,15.7,682
26,male,Bachelor,59000,6,Rent,7000,Medical,12.69,636
26,female,Master,58000,5,Rent,7000,Medical,5.79,633
23,male,High School,58000,2,Rent,7000,Education,8.94,617
26,female,High School,59000,4,Rent,7000,Medical,9.63,683
23,female,High School,67000,1,Mortgage,5000,Education,11.11,609
25,female,Associate,59000,3,Rent,7000,Medical,7.9,640
23,male,Master,61000,0,Rent,7000,Medical,11.01,677
21,male,High School,61000,0,Rent,7000,Medical,15.27,617
24,female,Master,67000,3,Mortgage,9600,Education,11.01,643
24,female,High School,61000,1,Rent,7000,Debt Settlement,11.71,661
26,male,Associate,67000,1,Mortgage,11300,Medical,7.29,552
22,female,Associate,67000,0,Mortgage,5000,Personal,7.66,621
23,male,Associate,61000,1,Rent,7000,Venture,11.01,668
26,male,High School,67000,4,Mortgage,5000,Venture,6.92,602
21,female,High School,61000,0,Rent,7000,Medical,10.37,549
22,male,High School,61000,0,Rent,7000,Venture,7.66,598
26,female,Bachelor,67000,7,Mortgage,10000,Education,10,576
22,male,High School,67000,0,Mortgage,12000,Education,9.63,569
24,female,Bachelor,67000,1,Mortgage,10000,Debt Settlement,5.79,581
22,male,High School,67000,3,Own,25000,Education,10.74,669
23,male,High School,61000,1,Rent,7000,Education,7.51,659
25,female,Master,67000,0,Mortgage,8500,Home Renovate,11.01,568
22,female,Bachelor,67000,0,Mortgage,12000,Venture,9.99,654
26,male,Master,61000,3,Rent,7000,Venture,9.63,671
23,female,Bachelor,61000,0,Rent,7000,Education,9.32,607
23,male,High School,67000,3,Mortgage,15000,Personal,6.17,590
22,male,High School,59000,0,Mortgage,10000,Personal,5.79,636
21,female,High School,53000,0,Rent,7000,Home Renovate,11.46,619
26,male,Bachelor,61000,3,Rent,7000,Personal,11.01,697
23,male,Bachelor,67000,2,Mortgage,7750,Personal,6.17,634
23,male,High School,62000,2,Rent,7000,Medical,6.99,644
21,female,Bachelor,55000,0,Rent,7000,Personal,14.96,662
22,male,Associate,62000,0,Rent,7000,Venture,12.18,579
23,female,Bachelor,63000,1,Rent,7000,Education,10.65,575
24,male,High School,67000,0,Mortgage,6000,Home Renovate,5.42,600
25,male,Master,63000,0,Rent,7000,Home Renovate,10.59,671
22,female,Master,67000,0,Mortgage,4800,Medical,12.98,691
22,male,Bachelor,67000,1,Mortgage,12000,Education,6.54,687
21,male,Bachelor,63000,0,Rent,7000,Education,7.49,664
26,male,Bachelor,64000,4,Rent,7000,Education,7.88,660
26,female,Associate,67000,5,Mortgage,10500,Debt Settlement,5.79,689
24,male,Bachelor,63000,3,Rent,7000,Medical,7.74,656
22,female,High School,67000,1,Own,2200,Education,5.42,571
25,female,Bachelor,63000,0,Rent,7000,Debt Settlement,12.53,591
22,female,Associate,67000,0,Own,1275,Venture,6.91,657
22,male,Associate,64000,1,Rent,7000,Personal,17.58,625
25,male,High School,67000,7,Mortgage,17000,Debt Settlement,6.91,613
26,female,Associate,60000,4,Mortgage,13000,Debt Settlement,16.45,648
23,male,Associate,67000,0,Own,1000,Venture,11.49,634
22,female,Associate,66000,0,Rent,7000,Debt Settlement,13.61,654
25,male,Associate,67000,3,Mortgage,15000,Medical,7.88,648
22,male,Master,66000,4,Rent,7000,Education,13.47,697
24,female,Associate,67000,5,Mortgage,3000,Debt Settlement,11.12,555
23,male,Bachelor,66000,0,Rent,7000,Debt Settlement,9.91,587
24,male,Associate,60000,2,Rent,7000,Education,7.49,568
23,male,Bachelor,67000,0,Mortgage,10000,Education,10.75,657
23,male,High School,67000,1,Own,11000,Education,10.38,656
24,male,High School,67000,1,Own,16000,Medical,11.01,528
21,male,Bachelor,67000,0,Mortgage,10000,Education,14.72,626
23,male,Associate,103000,0,Rent,7000,Education,10.74,664
23,male,High School,60000,0,Mortgage,5000,Medical,15.21,628
25,male,High School,108000,5,Rent,7000,Education,10.99,552
26,female,Bachelor,67000,3,Mortgage,9800,Home Renovate,7.88,642
23,male,High School,108000,2,Rent,7000,Education,11.01,641
24,female,High School,67000,6,Mortgage,7500,Education,14.84,578
23,female,Associate,109000,2,Rent,7000,Medical,10.65,655
26,male,Master,109000,0,Rent,7000,Personal,13.49,617
26,female,Associate,61000,6,Rent,7150,Debt Settlement,12.69,670
26,male,Bachelor,67000,2,Mortgage,13000,Debt Settlement,13.98,594
26,male,High School,75000,4,Rent,7150,Home Renovate,6.99,547
23,male,High School,67000,1,Mortgage,7000,Venture,13.23,652
26,male,Bachelor,67000,2,Mortgage,3000,Medical,6.76,650
23,female,Bachelor,103000,1,Rent,7175,Debt Settlement,7.49,633
22,female,High School,18000,0,Rent,7200,Debt Settlement,11.71,611
24,female,Bachelor,67000,3,Mortgage,5000,Venture,7.88,562
22,male,Bachelor,26000,4,Rent,7200,Debt Settlement,6.91,539
21,female,Bachelor,67000,0,Mortgage,10500,Education,7.51,534
26,male,Bachelor,27000,7,Rent,7200,Venture,10.38,624
25,male,Master,28000,4,Rent,7200,Venture,5.79,656
24,female,Associate,29000,5,Rent,7200,Debt Settlement,12.69,624
23,female,Associate,67000,0,Mortgage,8000,Debt Settlement,13.85,664
23,male,Associate,31000,2,Rent,7200,Education,12.68,668
21,male,High School,67000,2,Mortgage,10000,Personal,10.25,622
22,female,Bachelor,67000,0,Mortgage,10000,Personal,10.62,700
23,male,Associate,31000,2,Rent,7200,Education,11.86,670
26,male,Bachelor,67000,1,Own,14500,Venture,12.73,566
23,female,Master,34000,0,Rent,7200,Personal,9.99,620
22,male,Associate,34000,2,Rent,7200,Medical,10.59,559
22,female,High School,60000,1,Mortgage,8000,Education,10.25,620
24,male,Associate,67000,0,Mortgage,6000,Personal,7.51,674
23,male,High School,67000,3,Mortgage,8000,Education,9.88,496
22,male,Associate,37000,0,Rent,7200,Venture,11.71,659
22,female,High School,37000,0,Rent,7200,Medical,8.9,633
22,male,Bachelor,67000,4,Mortgage,13000,Personal,13.85,658
21,male,Associate,39000,0,Rent,7200,Debt Settlement,11.71,678
24,female,High School,39000,0,Rent,7200,Medical,13.79,576
21,male,Bachelor,39000,0,Rent,7200,Education,5.42,654
25,male,Bachelor,40000,5,Rent,7200,Medical,12.84,696
25,female,Bachelor,67000,3,Mortgage,15000,Education,11.01,626
25,female,Master,40000,2,Rent,7200,Medical,9.51,602
22,male,High School,66000,0,Own,5000,Debt Settlement,14.61,599
22,female,Bachelor,67000,0,Own,1000,Venture,8.59,562
22,male,High School,42000,0,Rent,7200,Venture,7.9,586
23,male,Associate,60000,0,Mortgage,15000,Personal,19.82,637
26,male,Master,42000,4,Rent,7200,Medical,12.73,702
25,male,High School,43000,1,Rent,7200,Medical,8.9,666
23,male,Master,67000,0,Mortgage,7000,Education,8.59,702
24,female,Master,67000,2,Mortgage,5500,Venture,8.59,648
25,male,Bachelor,67000,5,Mortgage,10200,Personal,8.94,603
25,female,High School,67000,3,Own,10000,Education,13.57,580
22,male,Associate,67000,2,Own,2000,Personal,7.4,558
21,male,Associate,43000,0,Rent,7200,Debt Settlement,12.69,647
25,male,Master,43000,1,Rent,7200,Personal,9.99,615
24,female,Bachelor,43000,0,Rent,7200,Medical,11.01,621
23,male,Associate,38000,0,Rent,7200,Debt Settlement,14.54,648
26,male,Bachelor,67000,7,Mortgage,12500,Medical,11.01,660
25,male,Bachelor,45000,2,Rent,7200,Debt Settlement,11.34,595
24,male,Master,46000,4,Rent,7200,Education,7.9,696
24,male,Bachelor,46000,1,Rent,7200,Education,8.9,584
23,female,Bachelor,47000,1,Rent,7200,Debt Settlement,7.9,717
24,female,Bachelor,59000,4,Mortgage,5000,Medical,12.18,597
26,male,Bachelor,47000,6,Rent,7200,Medical,9.91,600
23,male,High School,47000,1,Rent,7200,Personal,13.48,643
22,male,Bachelor,49000,0,Rent,7200,Education,17.58,710
22,female,Master,49000,0,Rent,7200,Personal,18.79,691
26,female,Doctorate,67000,5,Mortgage,7000,Venture,12.53,566
26,female,Associate,67000,6,Mortgage,12500,Venture,8.94,612
25,male,Bachelor,49000,7,Rent,7200,Education,9.88,628
25,female,Associate,67000,1,Mortgage,2000,Debt Settlement,13.22,573
24,female,High School,50000,1,Rent,7200,Education,12.53,661
22,female,High School,67000,2,Own,4000,Education,9.32,553
21,female,Bachelor,51000,0,Rent,7200,Education,5.42,601
23,female,High School,67000,0,Own,18500,Medical,13.16,562
23,female,High School,53000,2,Rent,7200,Venture,8,630
24,male,High School,67000,0,Mortgage,8000,Home Renovate,8,512
24,male,Bachelor,53000,3,Rent,7200,Medical,13.49,672
24,female,Associate,67000,6,Mortgage,6000,Venture,8,658
26,female,Associate,67000,3,Mortgage,8500,Home Renovate,12.21,672
24,male,High School,55000,1,Rent,7200,Debt Settlement,10.65,666
21,male,High School,55000,0,Rent,7200,Personal,9.38,451
22,male,Associate,48000,1,Rent,7200,Home Renovate,9.45,572
25,female,Bachelor,56000,0,Rent,7200,Debt Settlement,11.01,645
22,female,Associate,59000,0,Rent,7200,Education,12.42,526
23,male,Associate,58000,4,Rent,7200,Personal,14.27,650
23,male,Associate,59000,0,Rent,7200,Personal,11.71,581
25,male,Master,67000,0,Mortgage,14000,Education,15.68,667
22,female,Bachelor,59000,0,Rent,7200,Personal,12.69,556
22,male,Bachelor,58000,0,Rent,7200,Medical,9.62,645
22,female,High School,60000,0,Mortgage,10000,Education,8,597
25,female,Master,59000,0,Rent,7200,Debt Settlement,11.36,688
24,female,Associate,67000,2,Mortgage,15000,Personal,11.01,574
24,male,High School,67000,0,Mortgage,1600,Debt Settlement,13.79,517
24,female,High School,61000,3,Rent,7200,Medical,13.06,605
23,female,Associate,67000,1,OTHER,4000,Venture,9.32,689
24,female,Bachelor,61000,1,Rent,7200,Venture,11.71,618
22,male,Bachelor,61000,0,Rent,7200,Debt Settlement,11.01,600
22,male,Master,60000,3,Mortgage,5000,Venture,11.28,687
25,male,Bachelor,61000,0,Rent,7200,Personal,8.49,631
25,female,High School,61000,0,Rent,7200,Medical,7.29,615
24,female,Master,61000,3,Rent,7200,Debt Settlement,12.84,609
25,male,Associate,67000,1,Mortgage,3600,Venture,11.34,559
24,female,Bachelor,60000,2,OTHER,20000,Personal,11.34,668
23,male,Master,67000,0,Mortgage,15000,Debt Settlement,9.2,687
25,male,Bachelor,63000,0,Rent,7200,Education,12.69,576
24,female,High School,67000,1,Mortgage,5275,Home Renovate,8.07,589
24,female,Master,66000,0,Rent,7200,Education,12.53,643
23,female,High School,67000,0,Mortgage,9600,Education,14.74,593
25,female,High School,67000,3,Rent,7200,Debt Settlement,15.27,597
23,female,Bachelor,67000,0,Own,10500,Medical,13.16,592
24,male,High School,67000,3,Rent,7200,Education,11.01,624
22,female,Associate,67000,0,Rent,7200,Debt Settlement,7.66,671
25,female,High School,67000,1,Rent,7200,Medical,7.9,554
25,female,Master,61000,7,Rent,7200,Personal,10.38,664
23,female,Master,61000,1,Rent,7200,Medical,17.58,539
23,female,Bachelor,62000,2,Rent,7200,Debt Settlement,14.67,646
22,female,High School,72000,0,Rent,7200,Education,8,649
24,female,Associate,68000,1,Mortgage,16000,Personal,11.49,672
24,male,Master,73000,0,Rent,7200,Venture,8.49,666
25,male,High School,67000,4,Mortgage,4225,Education,12.42,570
26,male,High School,73000,0,Rent,7200,Venture,11.14,667
25,male,Master,73000,5,Rent,7200,Home Renovate,13.48,611
22,female,Bachelor,73000,0,Rent,7200,Education,12.87,648
22,female,High School,60000,0,Mortgage,6500,Medical,12.68,635
23,male,Master,73000,4,Rent,7200,Education,13.22,663
21,male,Bachelor,67000,0,Mortgage,8900,Venture,6.17,670
